vehicle_name,year,miles,price,transmission,fuel_type,drivetrain,exterior_color,vin,mpg,engine
Audi Q5 2.0T Premium,2017,"52,667 ","25,999",8-Speed Automatic,E85 Flex Fuel , All-wheel Drive , Ibis White , WA1C2AFP8HA052624 ,,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
Honda HR-V EX-L w/Navigation,2018,"18,720 ","25,999",Automatic CVT,Gasoline , All-wheel Drive , White , 3CZRU6H77JM711171 ,,1.8L I4 16V MPFI SOHC
Nissan Pathfinder S,2018,"64,112 ","25,999",Automatic CVT,Gasoline , Front-wheel Drive , Magnetic Black , 5N1DR2MN7JC602964 ,,3.5L V6 24V MPFI DOHC
Volkswagen Tiguan 2.0T SE,2018,"34,538 ","26,017",8-Speed Automatic,Gasoline , Front-wheel Drive , White Silver Metallic , 3VV3B7AX7JM063060 ,,2.0L I4 16V GDI DOHC Turbo
GMC Terrain SLT,2019,"61,926 ","26,099",9-Speed Automatic,Gasoline , Front-wheel Drive , Quicksilver , 3GKALPEV6KL202988 ,,1.5L I4 16V GDI DOHC Turbo
Mazda CX-5 Sport,2019,"48,354 ","26,100",6-Speed Automatic,Gasoline , Front-wheel Drive , Snowflake White Pearl Mica , JM3KFABM3K1542050 ,,2.5L I4 16V GDI DOHC
Nissan Rogue S,2020,"26,671 ","26,102",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , JN8AT2MT8LW005058 ,,2.5L I4 16V MPFI DOHC
GMC Terrain SLT,2019,"66,147 ","26,123",9-Speed Automatic,Gasoline , All-wheel Drive , Quicksilver , 3GKALVEV5KL246694 ,,1.5L I4 16V GDI DOHC Turbo
GMC Terrain SLT,2019,"60,557 ","26,159",9-Speed Automatic,Gasoline , Front-wheel Drive , Summit White , 3GKALPEV4KL235312 ,,1.5L I4 16V GDI DOHC Turbo
Nissan Murano SV,2020,"64,303 ","26,188",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 5N1AZ2BJ0LN102154 ,,3.5L V6 24V MPFI DOHC
Nissan Rogue Sport S,2018,"10,936 ","26,200",Automatic CVT,Gasoline , All-wheel Drive , Palatial Ruby , JN1BJ1CR5JW283535 ,,2.0L I4 16V GDI DOHC
Kia Niro EX,2019,"37,073 ","26,200",6-Speed Automatic with Auto-Shift,Hybrid , Front-wheel Drive , Deep Cerulean , KNDCE3LC5K5304677 ,,1.6L I4 16V GDI DOHC Hybrid
Dodge Journey GT,2019,"46,917 ","26,200",Automatic,Gasoline , All-wheel Drive , Billet Clearcoat , 3C4PDDEG9KT764516 ,,3.6L V6 24V MPFI DOHC
Dodge Durango SXT,2018,"82,194 ","26,219",8-Speed Automatic,Gasoline , Rear-wheel Drive , DB Black Clearcoat , 1C4RDHAG4JC447890 ,,3.6L V6 24V MPFI DOHC
Nissan Rogue S,2019,"43,782 ","26,300",Automatic CVT,Gasoline , All-wheel Drive , Glacier White , KNMAT2MV6KP542002 ,,2.5L I4 16V MPFI DOHC
Chevrolet Equinox 1LT,2019,"17,029 ","26,324",6-Speed Automatic,Gasoline , All-wheel Drive , Mosaic Black , 2GNAXUEV7K6148319 ,,1.5L I4 16V GDI DOHC Turbo
Ford Edge SE,2020,"5,933 ","26,336",8-Speed Automatic,Gasoline , Front-wheel Drive , Iconic Silver Metallic , 2FMPK3G92LBB12814 ,,2.0L I4 16V GDI DOHC Turbo
Subaru Outback 3.6R Limited,2016,"63,599 ","26,350",Automatic CVT,Gasoline , All-wheel Drive , White , 4S4BSENC2G3239704 ,,3.6L H6 24V MPFI DOHC
Nissan Rogue Sport S,2019,"3,297 ","26,350",Automatic CVT,Gasoline , Front-wheel Drive , Magnetic Black , JN1BJ1CP3KW223768 ,,2.0L I4 16V GDI DOHC
Volkswagen Tiguan 2.0T SE,2018,"10,223 ","26,355",8-Speed Automatic,Gasoline , Front-wheel Drive , Pure White , 3VV3B7AX7JM207643 ,,2.0L I4 16V GDI DOHC Turbo
Honda CR-V EX-L,2016,"35,495 ","26,399",Automatic CVT,Gasoline , Front-wheel Drive , Blue , 2HKRM3H7XGH536921 ,,2.4L I4 16V GDI DOHC
INFINITI QX60 Base,2016,"42,325 ","26,400",Automatic CVT,Gasoline , Front-wheel Drive , Brilliant Silver , 5N1AL0MN8GC510733 ,,3.5L V6 24V MPFI DOHC
Nissan Rogue SL,2019,"33,300 ","26,400",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 5N1AT2MTXKC718146 ,,2.5L I4 16V MPFI DOHC
Nissan Rogue SL,2019,"33,300 ","26,400",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 5N1AT2MTXKC718146 ,,2.5L I4 16V MPFI DOHC
Buick Envision Essence,2017,"42,210 ","26,404",6-Speed Automatic,E85 Flex Fuel , Front-wheel Drive , Galaxy Silver Metallic , LRBFXBSA2HD076538 ,,2.5L I4 16V GDI DOHC Flexible Fuel
Jeep Renegade Latitude,2020,801 ,"26,485",9-Speed Automatic,Gasoline , Front-wheel Drive , Sting Gray Clearcoat , ZACNJABB1LPL54130 ,,2.4L I4 16V MPFI SOHC
Chevrolet Equinox Premier w/2LZ,2019,"59,133 ","26,490",9-Speed Automatic,Gasoline , All-wheel Drive , Silver Ice Metallic , 2GNAXYEX3K6279451 ,,2.0L I4 16V GDI DOHC Turbo
Volkswagen Tiguan 2.0T SE,2018,"25,465 ","26,495",8-Speed Automatic,Gasoline , All-wheel Drive , White Silver Metallic , 3VV2B7AX5JM207331 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Rogue Sport S,2019,"19,671 ","26,495",Automatic CVT,Gasoline , Front-wheel Drive , Magnetic Black , JN1BJ1CPXKW523310 ,,2.0L I4 16V GDI DOHC
Toyota RAV4 SE,2018,"51,312 ","26,496",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 2T3NFREV1JW504244 ,,2.5L I4 16V MPFI DOHC
Nissan Rogue SL,2018,"58,280 ","26,498",Automatic CVT,Gasoline , Front-wheel Drive , Caspian Blue , JN8AT2MT6JW456762 ,,2.5L I4 16V MPFI DOHC
Dodge Journey GT,2019,"20,722 ","26,499",Automatic,Gasoline , All-wheel Drive , Billet Clearcoat , 3C4PDDEG3KT720611 ,,Regular Unleaded V-6 3.6 L/220
Subaru Crosstrek 2.0i Premium,2019,"20,083 ","26,499",Variable,Gasoline , All-wheel Drive , Crystal White Pearl , JF2GTAEC5K8228063 ,,Regular Unleaded H-4 2.0 L/122
Subaru Crosstrek 2.0i Limited,2019,"41,272 ","26,499",Variable,Gasoline , All-wheel Drive , Crystal White Pearl , JF2GTAMC8KH375964 ,,Regular Unleaded H-4 2.0 L/122
Audi Q3 2.0T Premium,2018,"41,335 ","26,499",Automatic,Gasoline , Front-wheel Drive , Mythos Black Metallic , WA1BCCFS9JR024380 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
Subaru Crosstrek 2.0i Limited,2018,"29,825 ","26,499",Variable,Gasoline , All-wheel Drive , Dark Gray Metallic , JF2GTAMC0J8330600 ,,Regular Unleaded H-4 2.0 L/122
BMW X3 xDrive28i,2016,"41,996 ","26,499",Automatic,Gasoline , All-wheel Drive , Silver , 5UXWX9C55G0D74620 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Subaru Forester Premium,2019,"43,118 ","26,499",Variable,Gasoline , All-wheel Drive , Ice Silver Metallic , JF2SKAEC4KH406624 ,,Regular Unleaded H-4 2.5 L/152
Ford Escape SE,2021,"13,856 ","26,499",Automatic,Gasoline , Front-wheel Drive , Carbonized Grey , 1FMCU0G66MUA35874 ,,Intercooled Turbo Premium Unleaded I-3 1.5 L/91
Ford Edge SE,2019,"23,256 ","26,499",Automatic,Gasoline , All-wheel Drive , Black , 2FMPK4G99KBB13950 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/122
Audi Q3 2.0T Prestige,2017,"63,407 ","26,499",Automatic,Gasoline , All-wheel Drive , Silver , WA1GCCFS2HR015956 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
Subaru Crosstrek 2.0i Premium,2018,"18,001 ","26,499",Variable,Gasoline , All-wheel Drive , Venetian Red Pearl , JF2GTADC9JH302116 ,,Regular Unleaded H-4 2.0 L/122
Mazda CX-5 Touring,2020,"39,803 ","26,499",Automatic,Gasoline , All-wheel Drive , Snowflake White Pearl Mica , JM3KFBCM2L0853559 ,,Regular Unleaded I-4 2.5 L/152
Mercedes-Benz GLA 250 Base 4MATIC,2017,"52,353 ","26,499",Automatic,Gasoline , All-wheel Drive , Blue , WDCTG4GB0HJ292370 ,,Intercooled Turbo Premium Unleaded I-4 2.0 L/121
Kia Sorento L,2019,"10,601 ","26,499",Automatic,Gasoline , Front-wheel Drive , Titanium Silver , 5XYPG4A37KG550822 ,,Regular Unleaded I-4 2.4 L/144
Subaru Forester 2.5i Premium,2018,"33,658 ","26,499",Variable,Gasoline , All-wheel Drive , Crystal Black Silica , JF2SJAGC2JH413408 ,,Regular Unleaded H-4 2.5 L/152
Ford Explorer Base,2018,"42,127 ","26,499",Automatic,Gasoline , Front-wheel Drive , Ingot Silver , 1FM5K7B82JGA64055 ,,Regular Unleaded V-6 3.5 L/213
GMC Terrain SLE,2019,"36,785 ","26,499",Automatic,Gasoline , Front-wheel Drive , Ebony Twilight Metallic , 3GKALMEV5KL283108 ,,Turbocharged Gas/E15 I4 1.5L/92
Buick Enclave Premium,2016,"63,531 ","26,500",6-Speed Automatic,Gasoline , All-wheel Drive , White Frost Tri-Coat , 5GAKVCKD8GJ148723 ,,3.6L V6 24V GDI DOHC
Toyota RAV4 XLE,2018,"43,751 ","26,500",6-Speed Automatic,Gasoline , All-wheel Drive , Gray , JTMRFREV8JJ719118 ,,2.5L I4 16V MPFI DOHC
Volkswagen Tiguan 2.0T SE,2018,"21,363 ","26,500",8-Speed Automatic,Gasoline , All-wheel Drive , Platinum Gray Metallic , 3VV2B7AX1JM218021 ,,2.0L I4 16V GDI DOHC Turbo
Honda Pilot EX,2017,"39,413 ","26,500",6-Speed Automatic,Gasoline , Front-wheel Drive , Gray , 5FNYF5H31HB014600 ,,3.5L V6 24V GDI SOHC
Subaru Outback 2.5i Limited,2016,"56,937 ","26,500",Automatic CVT,Gasoline , All-wheel Drive , Ice Silver Metallic , 4S4BSANC4G3349534 ,,2.5L H4 16V MPFI DOHC
Jeep Cherokee Latitude Plus,2019,"15,773 ","26,500",9-Speed Automatic,Gasoline , Front-wheel Drive , Bright White Clearcoat , 1C4PJLLN2KD153446 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Rogue SV,2020,"37,142 ","26,500",Automatic CVT,Gasoline , All-wheel Drive , Gun Metallic , JN8AT2MV6LW143327 ,,2.5L I4 16V MPFI DOHC
Audi Q3 2.0T Premium,2018,"84,385 ","26,500",6-Speed Automatic,Gasoline , All-wheel Drive , Utopia Blue Metallic , WA1ECCFS7JR004397 ,,2.0L I4 16V GDI DOHC Turbo
Jeep Cherokee Limited,2019,"60,808 ","26,518",9-Speed Automatic,Gasoline , Front-wheel Drive , Granite Crystal Clearcoat Metallic , 1C4PJLDB3KD427628 ,,2.4L I4 16V MPFI SOHC
Ford Explorer Limited,2017,"84,315 ","26,549",6-Speed Automatic,Gasoline , Four-wheel Drive , Shadow Black , 1FM5K8F85HGA23509 ,,3.5L V6 24V MPFI DOHC
Audi Q3 2.0T Prestige,2016,"48,905 ","26,555",6-Speed Automatic,Gasoline , FWD , White , WA1FFCFS3GR005521 ,,2.0L I4 16V GDI DOHC Turbo
Toyota C-HR Limited,2019,"29,439 ","26,558",Automatic CVT,Gasoline , Front-wheel Drive , Silver Knockout Metallic , JTNKHMBX1K1017983 ,,2.0L I4 16V MPFI DOHC
Chevrolet Traverse 1LT,2017,"71,624 ","26,576",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 1GNKRGKDXHJ108081 ,,3.6L V6 24V GDI DOHC
Hyundai Kona Ultimate,2018,"7,118 ","26,590",Automatic,Gasoline , Front-wheel Drive , Thunder Gray , KM8K53A52JU068909 ,,4 Cylinder
GMC Terrain SLT,2019,"61,898 ","26,590",9-Speed Automatic,Gasoline , All-wheel Drive , Quicksilver , 3GKALVEV4KL225562 ,,1.5L I4 16V GDI DOHC Turbo
Kia Sorento LX,2020,"51,760 ","26,595",8-Speed Automatic,Gasoline , Front-wheel Drive , Red , 5XYPG4A54LG630114 ,,3.3L V6 24V GDI DOHC
Ford Explorer XLT,2016,"66,230 ","26,595",6-Speed Automatic,Gasoline , Front-wheel Drive , Shadow Black , 1FM5K7D85GGA26227 ,,3.5L V6 24V MPFI DOHC
Mercedes-Benz GLC-Class GLC 300,2016,"76,572 ","26,595",9-Speed Automatic,Gasoline , Rear-wheel Drive , designo Cardinal Red Metallic , WDC0G4JBXGF016095 ,,2.0L I4 16V GDI DOHC Turbo
BMW X1 sDrive28i,2017,"39,476 ","26,595",8-Speed Automatic,Gasoline , Front-wheel Drive , Mineral Gray Metallic , WBXHU7C39H5H38535 ,,2.0L I4 16V GDI DOHC Turbo
Toyota Highlander LE,2017,"73,479 ","26,618",8-Speed Automatic,Gasoline , Front-wheel Drive , Midnight Black Metallic , 5TDZZRFH4HS207496 ,,3.5L V6 24V GDI DOHC
Mazda CX-5 Touring,2018,"16,770 ","26,650",6-Speed Automatic,Gasoline , Front-wheel Drive , Snowflake White Pearl Mica , JM3KFACM9J0470385 ,,2.5L I4 16V GDI DOHC
Volkswagen Tiguan 2.0T SE,2018,"29,997 ","26,655",8-Speed Automatic,Gasoline , All-wheel Drive , Platinum Gray Metallic , 3VV2B7AX7JM219738 ,,2.0L I4 16V GDI DOHC Turbo
Volkswagen Tiguan 2.0T S,2019,"21,808 ","26,695",8-Speed Automatic,Gasoline , All-wheel Drive , Pure White , 3VV0B7AX3KM025751 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Rogue S,2018,"31,896 ","26,700",Automatic CVT,Gasoline , Front-wheel Drive , Magnetic Black , KNMAT2MT6JP560710 ,,2.5L I4 16V MPFI DOHC
Dodge Durango SXT,2017,"65,084 ","26,707",8-Speed Automatic,Gasoline , Rear-wheel Drive , DB Black Crystal Clearcoat , 1C4RDHAG8HC878548 ,,3.6L V6 24V MPFI DOHC
Kia Sorento LX,2020,"53,423 ","26,709",8-Speed Automatic,Gasoline , All-wheel Drive , Sangria Red , 5XYPGDA53LG621520 ,,3.3L V6 24V GDI DOHC
Volkswagen Tiguan 2.0T SE,2018,"42,443 ","26,722",8-Speed Automatic,Gasoline , Front-wheel Drive , Silk Blue Metallic , 3VV3B7AX0JM002889 ,,2.0L I4 16V GDI DOHC Turbo
Jeep Renegade Latitude,2020,"15,182 ","26,729",9-Speed Automatic,Gasoline , Four-wheel Drive , Black Clearcoat , ZACNJBBB5LPL75214 ,,2.4L I4 16V MPFI SOHC
Chevrolet Equinox 1LT,2020,"60,675 ","26,762",6-Speed Automatic,Gasoline , All-wheel Drive , Mosaic Black Metallic , 3GNAXUEV6LL142587 ,,1.5L I4 16V GDI DOHC Turbo
Nissan Kicks SR,2019,"12,467 ","26,777",Automatic CVT,Gasoline , Front-wheel Drive , Deep Blue Pearl , 3N1CP5CU1KL509334 ,,1.6L I4 16V MPFI DOHC
Nissan Rogue SV,2019,"34,607 ","26,788",CVT with Xtronic,Gasoline , Front-wheel Drive , Gun Metallic , 5N1AT2MT9KC704223 ,,4 Cylinder Engine
Mercedes-Benz GLA-Class GLA 250,2016,"26,818 ","26,800",7-Speed Automatic with Auto-Shift,Gasoline , Front-wheel Drive , designo Mountain Gray Magno , WDCTG4EB7GJ262395 ,,2.0L I4 16V GDI DOHC Turbo
Toyota RAV4 Hybrid XLE,2017,"43,300 ","28,400",Automatic CVT,Hybrid , All-wheel Drive , Black , JTMRJREV5HD117722 ,,2.5L I4 16V MPFI DOHC Hybrid
Nissan Rogue SV,2020,"60,509 ","26,831",Automatic CVT,Gasoline , All-wheel Drive , Gun Metallic , KNMAT2MVXLP502541 ,,2.5L I4 16V MPFI DOHC
Nissan Pathfinder SV,2019,"66,659 ","26,843",Automatic CVT,Gasoline , Front-wheel Drive , Caspian Blue , 5N1DR2MN5KC603256 ,,3.5L V6 24V GDI DOHC
Toyota RAV4 XLE,2017,"47,796 ","26,850",6-Speed Automatic,Gasoline , All-wheel Drive , White , 2T3RFREV2HW564948 ,,2.5L I4 16V MPFI DOHC
Volkswagen Tiguan 2.0T SE,2019,"27,978 ","26,877",8-Speed Automatic,Gasoline , Front-wheel Drive , Pure White , 3VV3B7AX5KM071305 ,,2.0L I4 16V GDI DOHC Turbo
Volkswagen Tiguan 2.0T SEL,2018,"43,569 ","26,881",8-Speed Automatic,– , – , Pure White , 3VV3B7AX3JM108513 , –,–
Subaru Forester 2.5i Premium,2018,"48,603 ","26,885",6-Speed Manual,Gasoline , All-wheel Drive , Crystal White Pearl , JF2SJAEC8JG413292 ,,2.5L H4 16V MPFI DOHC
Hyundai Santa Fe SE,2018,"25,380 ","26,888",6-Speed Automatic,Gasoline , Front-wheel Drive , Circuit Silver , KM8SM4HF6JU270532 ,,3.3L V6 24V GDI DOHC
Toyota RAV4 XLE,2018,"22,137 ","26,888",6 Speed Elect Controlled Auto Transmission,Gasoline , – , BLACK , 2T3WFREV6JW505300 , –,2.5L
GMC Terrain SLT,2019,"63,161 ","26,888",9-Speed Automatic,Gasoline , All-wheel Drive , Summit White , 3GKALVEV5KL188070 ,,1.5L I4 16V GDI DOHC Turbo
Toyota RAV4 XLE,2018,"34,169 ","26,888",6 Speed Elect Controlled Auto Transmission,Gasoline , – , MAGNETIC GRAY MET. , 2T3WFREV0JW493094 , –,2.5L
Honda HR-V,2020,"8,202 ","26,888",Continuously Variable Transmission,– , – , Crystal Black Pearl , 3CZRU5H35LM705685 , –,–
Toyota RAV4 XLE,2018,"49,098 ","26,888",6-Speed Automatic,Gasoline , Front-wheel Drive , Magnetic Gray Metallic , JTMWFREVXJJ740989 ,,2.5L I4 16V MPFI DOHC
Ford Explorer Base,2018,"62,550 ","26,888",6-Speed Automatic,Gasoline , Four-wheel Drive , Blue Metallic , 1FM5K8B86JGC29448 ,,3.5L V6 24V MPFI DOHC
Honda HR-V,2019,"37,200 ","26,888",Continuously Variable Transmission,– , – , Crystal Black Pearl , 3CZRU5H10KG703757 , –,–
Honda CR-V,2017,"63,667 ","26,898",Continuously Variable Transmission,– , – , Modern Steel Metallic , 2HKRW2H89HH678899 , –,–
Hyundai Santa Fe XL SE,2019,"57,132 ","26,900",6-Speed Automatic,Gasoline , Front-wheel Drive , Becketts Black , KM8SM4HF5KU298243 ,,3.3L V6 24V GDI DOHC
Jeep Compass Trailhawk,2019,"42,598 ","26,900",9-Speed Automatic,Gasoline , Four-wheel Drive , Granite Crystal Clearcoat Metallic , 3C4NJDDB4KT790401 ,,2.4L I4 16V MPFI SOHC
Jeep Cherokee Limited,2019,"64,972 ","26,917",9-Speed Automatic,Gasoline , Four-wheel Drive , Granite Crystal , 1C4PJMDX8KD412415 ,,3.2L V6 24V MPFI DOHC
Land Rover Range Rover Evoque SE,2016,"61,572 ","26,950",9-Speed Automatic,Gasoline , Four-wheel Drive , Fuji White , SALVP2BG8GH096388 ,,2.0L I4 16V GDI DOHC Turbo
Jeep Grand Cherokee Limited,2016,"76,619 ","26,950",8-Speed Automatic,Gasoline , Four-wheel Drive , Brilliant Black Crystal Pearlcoat , 1C4RJFBG5GC348483 ,,3.6L V6 24V MPFI DOHC
Subaru Crosstrek 2.0i Premium,2017,"17,161 ","26,950",Automatic CVT,Gasoline , All-wheel Drive , Crystal White Pearl , JF2GPABC8HH280658 ,,2.0L H4 16V MPFI DOHC
Mazda CX-30 Preferred,2021,"27,687 ","26,952",6-Speed Automatic,Gasoline , All-wheel Drive , Sonic Silver Metallic , 3MVDMBCL9MM204899 ,,2.5L I4 16V
Ford Edge SEL,2020,"47,369 ","26,955",8-Speed Automatic,Gasoline , Front-wheel Drive , Burgundy Velvet Metallic Tinted Clearcoat , 2FMPK3J91LBA58317 ,,2.0L I4 16V GDI DOHC Turbo
Volkswagen Tiguan 2.0T SE,2018,"34,993 ","26,960",8-Speed Automatic,Gasoline , Front-wheel Drive , Pure White , 3VV3B7AX7JM209652 ,,2.0L I4 16V GDI DOHC Turbo
Ford Escape SE,2019,"11,758 ","26,968",6-Speed Automatic,Gasoline , Front-wheel Drive , Sea Green , 1FMCU0GDXKUC28007 ,,1.5L I4 16V GDI DOHC Turbo
Mercedes-Benz GLA 250 Base 4MATIC,2017,"72,099 ","26,974",7-Speed Automatic with Auto-Shift,E85 Flex Fuel , All-wheel Drive , Lunar Blue Metallic , WDCTG4GBXHJ334494 ,,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
Mercedes-Benz GLA 250 Base 4MATIC,2018,"50,883 ","26,977",7-Speed Automatic with Auto-Shift,E85 Flex Fuel , All-wheel Drive , Polar White , WDCTG4GB8JJ422062 ,,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
Ford Explorer XLT,2016,"63,575 ","26,981",6-Speed Automatic,Gasoline , Front-wheel Drive , Green , 1FM5K7DH7GGD04481 ,,2.3L I4 16V GDI DOHC Turbo
Kia Sorento LX V6,2020,"63,428 ","26,988",8-Speed Automatic,Gasoline , All-wheel Drive , Everlasting Silver , 5XYPGDA50LG614248 ,,3.3L V6 24V GDI DOHC
Toyota RAV4 SE,2016,"51,064 ","26,988",6-Speed Automatic,Gasoline , Front-wheel Drive , – , JTMNFREV2GJ067636 ,,2.5L I4 16V MPFI DOHC
Ford Escape S,2019,"18,536 ","26,988",6-SPEED AUTOMATIC,– , – , OXFORD WHITE , 1FMCU0F75KUA25201 , –,2.5L I-VCT ENGINE
Toyota RAV4 LE,2018,"68,242 ","26,988",6-Speed Automatic,Gasoline , Front-wheel Drive , White , 2T3ZFREV3JW513092 ,,2.5L I4 16V MPFI DOHC
Dodge Journey SE,2019,"20,391 ","26,989",Automatic,Gasoline , Front-wheel Drive , Granite Pearlcoat , 3C4PDCBB2KT815955 ,,2.4L I4 16V MPFI DOHC
Chevrolet Equinox 2LT,2019,"29,922 ","26,989",9-Speed Automatic,Gasoline , Front-wheel Drive , Pacific Blue Metallic , 2GNAXLEX5K6120028 ,,2.0L I4 16V GDI DOHC Turbo
Buick Encore GX Essence,2020,"5,782 ","26,989",Automatic CVT,Gasoline , Front-wheel Drive , Dark Moon Blue Metallic , KL4MMFS25LB126364 ,,1.2L I3 12V MPFI DOHC Turbo
Chevrolet Equinox 2LT,2019,"17,154 ","26,989",9-Speed Automatic,Gasoline , Front-wheel Drive , Mosaic Black Metallic , 3GNAXLEX5KL114659 ,,2.0L I4 16V GDI DOHC Turbo
Nissan Rogue SL,2018,"55,359 ","26,990",Automatic CVT,Gasoline , Front-wheel Drive , Gun Metallic , 5N1AT2MT3JC766957 ,,2.5L I4 16V MPFI DOHC
Hyundai Santa Fe SE,2018,"27,537 ","26,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Circuit Silver , KM8SM4HF0JU272857 ,,3.3L V6 24V GDI DOHC
Hyundai Santa Fe SE,2018,"32,462 ","26,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Becketts Black , KM8SN4HF6JU270026 ,,3.3L V6 24V GDI DOHC
BMW X1 xDrive 28i,2017,"60,713 ","26,990",8-Speed Automatic,Gasoline , All-wheel Drive , Estoril Blue Metallic , WBXHT3C36H5F74009 ,,2.0L I4 16V GDI DOHC Turbo
Chevrolet Equinox LS,2019,"18,687 ","26,990",6-Speed Automatic,Gasoline , Front-wheel Drive , Sandy Ridge Metallic , 2GNAXHEV6K6202510 ,,1.5L I4 16V GDI DOHC Turbo
Subaru Crosstrek 2.0i Premium,2017,"18,816 ","26,990",Automatic CVT,Gasoline , All-wheel Drive , Crystal White Pearl , JF2GPABC2HH250121 ,,2.0L H4 16V MPFI DOHC
Nissan Kicks SV,2021,220 ,"26,990",Automatic CVT,Gasoline , Front-wheel Drive , Super Black , 3N1CP5CV8ML484170 ,,1.6L I4 16V MPFI DOHC
Chevrolet Equinox LS,2019,"29,657 ","26,990",6-Speed Automatic,Gasoline , All-wheel Drive , Storm Blue Metallic , 3GNAXSEV2KL246514 ,,1.5L I4 16V GDI DOHC Turbo
Mitsubishi Outlander PHEV SEL,2018,"37,094 ","26,990",1-Speed Automatic,Hybrid , Four-wheel Drive , White , JA4J24A57JZ040101 , –,2.0L I4 16V MPFI DOHC Hybrid
Chevrolet Equinox 2LT,2019,"26,745 ","26,990",9-Speed Automatic,Gasoline , Front-wheel Drive , Storm Blue Metallic , 3GNAXLEX6KL269785 ,,2.0L I4 16V GDI DOHC Turbo
Subaru Forester 2.5i Premium,2018,"41,905 ","26,990",Automatic CVT,Gasoline , All-wheel Drive , Crystal Black Silica , JF2SJAGC8JH576371 ,,2.5L H4 16V MPFI DOHC
Subaru Forester 2.5i,2018,"22,852 ","26,990",6-Speed Manual,Gasoline , All-wheel Drive , Crystal White Pearl , JF2SJAAC1JG519685 ,,2.5L H4 16V MPFI DOHC
BMW X1 sDrive28i,2017,"46,280 ","26,990",8-Speed Automatic,Gasoline , FWD , Glacier Silver Metallic , WBXHU7C3XH5H37183 ,,2.0L I4 16V GDI DOHC Turbo
Honda CR-V EX-L,2017,"62,653 ","26,991",Automatic CVT,Gasoline , Front-wheel Drive , Gunmetal Metallic , 7FARW1H82HE045349 ,,1.5L I4 16V GDI DOHC Turbo
Toyota RAV4 SE,2016,"72,318 ","26,991",6-Speed Automatic,Gasoline , Front-wheel Drive , Electric Storm Blue , 2T3NFREV3GW262985 ,,2.5L I4 16V MPFI DOHC
Honda CR-V EX-L,2016,"41,637 ","26,991",Automatic CVT,Gasoline , All-wheel Drive , Alabaster Silver Metallic , 2HKRM4H72GH617370 ,,2.4L I4 16V GDI DOHC
Toyota Highlander XLE,2018,"152,320 ","26,991",8-Speed Automatic,Gasoline , Front-wheel Drive , Blizzard Pearl , 5TDKZRFH3JS539517 ,,3.5L V6 24V PDI DOHC
INFINITI QX30 Premium,2018,"18,798 ","26,991",7-Speed Automatic with Auto-Shift,Gasoline , FWD , Blade Silver , SJKCH5CP5JA049277 ,,2.0L I4 16V GDI DOHC Turbo
Audi Q3 2.0T Premium Plus,2016,"23,788 ","26,995",6-Speed Automatic,Gasoline , FWD , Brilliant Black , WA1BFCFS6GR015619 ,,2.0L I4 16V GDI DOHC Turbo
Mercedes-Benz GLA 250 Base 4MATIC,2017,"29,673 ","26,995",7-Speed Automatic with Auto-Shift,E85 Flex Fuel , All-wheel Drive , Black , WDCTG4GBXHJ287919 ,,2.0L I4 16V GDI DOHC Turbo Flexible Fuel
Volkswagen Tiguan 2.0T SE,2019,"15,949 ","26,995",8-Speed Automatic,Gasoline , Front-wheel Drive , Habanero Orange Metallic , 3VV3B7AX2KM081841 ,,2.0L I4 16V GDI DOHC Turbo
Ford Escape SEL,2019,"41,212 ","26,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Agate Black Metallic , 1FMCU0HD3KUB60518 ,,1.5L I4 16V GDI DOHC Turbo
Cadillac XT5 Luxury,2017,"69,589 ","26,995",8-Speed Automatic,Gasoline , Front-wheel Drive , Crystal White Tri-Coat , 1GYKNBRS5HZ126771 ,,3.6L V6 24V GDI DOHC
Toyota RAV4 LE,2017,"45,460 ","26,995",6-Speed Automatic,Gasoline , Front-wheel Drive , Black , 2T3ZFREVXHW388196 ,,2.5L I4 16V MPFI DOHC
Cadillac XT5 Base,2017,"68,848 ","26,995",8-Speed Automatic,Gasoline , Front-wheel Drive , Stellar Black Metallic , 1GYKNARS2HZ107038 ,,3.6L V6 24V GDI DOHC
